session;task;date;position;dorsal;player;total_distance;minute_distance;num_dec_expl;num_acc_expl;distance_vrange2;distance_vrange3;distance_vrange1;player_load;hr_max;hid_intervals;max_acc;hsr;max_dec;max_speed;distance_vrange6;average_speed;num_acc;hmld_time;hmld;hmld_count;num_hids;num_dec;distance_vrange4;distance_vrange5;sprints;zone1_hsr_distance;num_hsr;zone2_hsr_distance;zone4_hsr_distance
Amistoso x Águilas;1a Parte;2024-08-03;defender/LTD;2.000;San Emeterio;5.249;104.533;63.000;66.000;1.565;1.652;0.689;0.000;96.000;3.002;4,575;0.215;-6,615;29.578;0.090;0.000;61.000;5.278;1.060;262.000;15.000;57.000;1.079;0.130;6.000;0.023;15.000;0.132;0.027
Amistoso x Águilas;1a Parte;2024-08-03;midfield/MC;5.000;Llonch;5.570;110.918;76.000;61.000;1.262;2.136;0.730;0.000;76.000;4.750;4,652;0.147;-6,874;27.131;0.048;0.000;58.000;5.223;0.975;273.000;10.000;68.000;1.256;0.099;4.000;0.010;10.000;0.109;0.000
Amistoso x Águilas;1a Parte;2024-08-03;midfield/MC;6.000;Julio;3.705;73.788;23.000;23.000;0.959;1.523;0.428;0.000;93.000;3.492;4,450;0.075;-6,023;25.201;0.017;0.000;44.000;2.533;0.511;122.000;7.000;25.000;0.709;0.067;2.000;0.000;7.000;0.031;0.000
Amistoso x Águilas;1a Parte;2024-08-03;forward/EI;7.000;Zequi;5.180;103.155;77.000;62.000;1.284;2.019;0.642;0.000;66.000;2.974;4,568;0.233;-7,650;28.103;0.082;0.000;71.000;5.667;1.133;284.000;16.000;58.000;0.916;0.153;6.000;0.000;16.000;0.074;0.016
Amistoso x Águilas;1a Parte;2024-08-03;forward/DC;8.000;Nsue;5.343;106.404;44.000;36.000;1.317;2.243;0.695;0.000;183.000;4.831;4,403;0.152;-6,153;28.578;0.049;0.000;63.000;4.167;0.828;205.000;10.000;52.000;0.883;0.103;3.000;0.000;10.000;0.058;0.000
Amistoso x Águilas;1a Parte;2024-08-03;forward/DC;9.000;Loca;1.707;34.000;20.000;19.000;0.521;0.727;0.236;0.000;0.000;2.025;4,996;0.017;-4,973;23.748;0.002;0.000;19.000;1.263;0.222;78.000;2.000;18.000;0.173;0.015;0.000;0.000;2.000;0.000;0.005
Amistoso x Águilas;1a Parte;2024-08-03;forward/EI;10.000;Borja M.;3.557;70.835;43.000;46.000;1.106;1.170;0.481;0.000;158.000;3.092;5,092;0.156;-6,540;30.814;0.087;0.000;39.000;3.615;0.717;175.000;10.000;37.000;0.490;0.068;6.000;0.011;10.000;0.029;0.000
Amistoso x Águilas;1a Parte;2024-08-03;defender/CDE;15.000;Álvaro;4.766;94.912;41.000;44.000;1.261;1.637;0.941;0.000;153.000;11.313;4,584;0.093;-5,062;26.083;0.036;0.000;41.000;3.497;0.646;177.000;5.000;46.000;0.704;0.057;3.000;0.031;5.000;0.061;0.000
Amistoso x Águilas;1a Parte;2024-08-03;defender/LTI;17.000;E. Jiménez;5.323;105.999;73.000;61.000;1.419;1.920;0.760;0.000;148.000;2.950;5,724;0.206;-6,302;28.459;0.089;0.000;65.000;5.390;1.087;266.000;15.000;52.000;0.954;0.124;6.000;0.019;15.000;0.070;0.060
Amistoso x Águilas;1a Parte;2024-08-03;midfield/MC;18.000;Burlamaqui;2.052;40.868;32.000;30.000;0.544;0.769;0.240;0.000;88.000;3.214;4,134;0.071;-5,661;25.447;0.025;0.000;27.000;2.082;0.406;119.000;5.000;25.000;0.299;0.052;2.000;0.000;5.000;0.033;0.000
Amistoso x Águilas;1a Parte;2024-08-03;defender/CDE;20.000;Miki Codina;4.761;94.800;45.000;60.000;1.144;1.670;0.911;0.000;0.000;3.157;4,402;0.181;-6,963;27.129;0.055;0.000;47.000;4.722;0.957;234.000;16.000;66.000;0.827;0.128;6.000;0.064;16.000;0.111;0.000
Amistoso x Águilas;1a Parte;2024-08-03;midfield/MP;22.000;S. Montero;5.470;108.934;60.000;50.000;1.409;2.189;0.686;0.000;149.000;2.035;4,144;0.157;-5,092;25.616;0.030;0.000;74.000;4.875;0.963;258.000;18.000;56.000;0.984;0.130;3.000;0.000;18.000;0.022;0.025
Amistoso x Águilas;2a Parte;2024-08-03;defender/CDE;3.000;Mendibe;4.866;90.782;45.000;32.000;1.151;1.639;1.084;0.000;199.000;6.171;4,956;0.066;-6,115;28.028;0.028;0.000;69.000;3.860;0.669;203.000;6.000;51.000;0.505;0.044;3.000;0.000;6.000;0.000;0.054
Amistoso x Águilas;2a Parte;2024-08-03;defender/CDE;4.000;A. Hernández;4.925;91.893;65.000;57.000;1.194;1.878;0.933;0.000;121.000;4.784;5,233;0.138;-5,478;25.535;0.029;0.000;73.000;4.897;0.890;258.000;9.000;54.000;0.744;0.108;2.000;0.030;9.000;0.000;0.028
Amistoso x Águilas;2a Parte;2024-08-03;midfield/MC;5.000;Llonch;0.058;1.076;0.000;0.000;0.000;0.000;0.058;0.000;107.000;0.000;-∞;0.000;∞;3.067;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
Amistoso x Águilas;2a Parte;2024-08-03;forward/EI;7.000;Zequi;2.448;45.678;42.000;31.000;0.611;0.916;0.471;0.000;88.000;2.024;5,193;0.076;-5,607;26.848;0.030;0.000;39.000;2.932;0.526;147.000;5.000;30.000;0.311;0.048;3.000;0.005;5.000;0.028;0.000
Amistoso x Águilas;2a Parte;2024-08-03;forward/DC;9.000;Loca;4.653;86.813;43.000;46.000;1.406;1.591;0.783;0.000;0.000;3.348;4,466;0.179;-6,385;29.907;0.090;0.000;55.000;3.975;0.801;203.000;13.000;46.000;0.642;0.091;6.000;0.059;13.000;0.121;0.000
Amistoso x Águilas;2a Parte;2024-08-03;midfield/MC;18.000;Burlamaqui;4.795;89.463;70.000;48.000;1.252;1.729;0.984;0.000;169.000;5.273;4,601;0.041;-6,799;25.896;0.008;0.000;69.000;4.450;0.755;250.000;5.000;58.000;0.680;0.035;1.000;0.000;5.000;0.002;0.014
Amistoso x Águilas;2a Parte;2024-08-03;defender/CDE;20.000;Miki Codina;3.421;63.832;43.000;40.000;0.846;1.215;0.654;0.000;0.000;3.315;4,061;0.094;-5,503;25.917;0.028;0.000;37.000;3.037;0.573;156.000;8.000;28.000;0.574;0.070;2.000;0.000;8.000;0.037;0.004
Amistoso x Águilas;2a Parte;2024-08-03;forward/EI;21.000;Sito;4.725;88.155;56.000;47.000;1.632;1.465;0.916;0.000;125.000;4.327;4,936;0.105;-5,666;28.172;0.039;0.000;60.000;4.078;0.745;215.000;9.000;43.000;0.570;0.069;3.000;0.007;9.000;0.028;0.004
Amistoso x Águilas;2a Parte;2024-08-03;midfield/MP;22.000;S. Montero;1.930;36.008;15.000;13.000;0.398;0.748;0.470;0.000;154.000;4.154;4,044;0.029;-4,940;25.517;0.008;0.000;25.000;1.503;0.274;77.000;3.000;21.000;0.275;0.021;1.000;0.000;3.000;0.023;0.006
Amistoso x Águilas;2a Parte;2024-08-03;midfield/MP;23.000;Ñito González;5.850;109.142;38.000;65.000;1.401;2.008;0.773;0.000;120.000;2.304;4,723;0.287;-5,722;29.556;0.126;0.000;71.000;5.908;1.307;267.000;20.000;73.000;1.354;0.169;8.000;0.051;20.000;0.129;0.008
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;defender/CDE;4.000;A. Hernández;5.899;119.551;66.000;53.000;1.262;2.244;0.720;0.000;0.000;5.326;4,865;0.164;-5,125;29.268;0.056;0.000;80.000;5.502;1.047;266.000;8.000;59.000;0.962;0.115;2.000;0.050;8.000;0.025;0.076
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;midfield/MC;5.000;Llonch;6.774;137.284;78.000;35.000;1.245;2.722;0.639;0.000;183.000;3.736;4,083;0.133;-6,634;28.219;0.041;0.000;81.000;5.398;1.069;286.000;12.000;80.000;1.496;0.097;2.000;0.014;12.000;0.069;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;midfield/MC;6.000;Julio;6.133;124.302;56.000;41.000;1.434;2.393;0.649;0.000;188.000;3.988;4,087;0.114;-7,342;26.253;0.020;0.000;51.000;4.015;0.823;203.000;12.000;43.000;1.123;0.100;3.000;0.007;12.000;0.024;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;forward/DC;8.000;Nsue;6.084;123.313;40.000;40.000;1.470;2.478;0.602;0.000;77.000;3.626;4,530;0.171;-7,657;29.614;0.048;0.000;64.000;4.755;0.979;209.000;13.000;52.000;1.019;0.127;2.000;0.000;13.000;0.060;0.016
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;forward/EI;10.000;Borja M.;2.527;162.247;22.000;21.000;0.645;0.687;0.177;0.000;143.000;1.232;4,375;0.134;-6,457;27.599;0.058;0.000;14.000;1.713;0.473;84.000;9.000;18.000;0.433;0.077;3.000;0.000;9.000;0.013;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;forward/ED;11.000;Pol Roige;3.558;111.582;43.000;30.000;0.903;1.493;0.413;0.000;114.000;2.586;4,125;0.205;-6,108;27.151;0.087;0.000;44.000;3.922;0.797;164.000;12.000;35.000;0.528;0.118;7.000;0.000;12.000;0.133;0.004
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;defender/CDE;15.000;Álvaro;1.598;98.233;13.000;15.000;0.361;0.715;0.195;0.000;0.000;0.035;4,725;0.009;-5,623;21.858;0.000;0.000;22.000;1.348;0.224;73.000;2.000;21.000;0.268;0.012;0.000;0.000;2.000;0.009;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;defender/CDE;16.000;Nacho;3.293;102.295;41.000;36.000;0.891;1.344;0.447;0.000;0.000;5.837;4,999;0.122;-4,941;24.574;0.022;0.000;59.000;3.818;0.679;185.000;6.000;43.000;0.477;0.105;2.000;0.040;6.000;0.000;0.082
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;defender/LTI;17.000;E. Jiménez;5.431;110.074;63.000;56.000;1.385;1.996;0.687;0.000;74.000;2.267;5,141;0.200;-6,837;30.444;0.061;0.000;71.000;5.785;1.129;269.000;17.000;62.000;0.963;0.144;2.000;0.034;17.000;0.107;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;forward/EI;21.000;Sito;4.699;95.227;50.000;59.000;1.458;1.445;0.822;0.000;199.000;3.258;5,273;0.201;-7,963;32.267;0.088;0.000;36.000;4.092;0.865;209.000;14.000;50.000;0.652;0.115;7.000;0.017;14.000;0.050;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 1;2024-08-07;midfield/MP;23.000;Ñito González;6.247;126.612;55.000;57.000;1.374;2.369;0.568;0.000;87.000;1.702;4,692;0.455;-5,720;29.108;0.183;0.000;61.000;5.948;1.381;253.000;27.000;53.000;1.295;0.276;13.000;0.000;27.000;0.156;0.020
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;defender/CDE;3.000;Mendibe;2.962;91.109;28.000;44.000;0.640;1.211;0.524;0.000;62.000;5.209;4,717;0.092;-7,002;27.659;0.035;0.000;34.000;2.618;0.487;150.000;6.000;38.000;0.494;0.057;2.000;0.000;6.000;0.000;0.037
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;defender/CDE;4.000;A. Hernández;1.785;108.675;19.000;16.000;0.463;0.689;0.212;0.000;81.000;4.384;3,890;0.089;-4,880;30.039;0.035;0.000;22.000;1.643;0.329;74.000;4.000;13.000;0.328;0.055;2.000;0.024;4.000;0.000;0.016
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;midfield/MC;5.000;Llonch;1.776;104.247;28.000;15.000;0.400;0.745;0.244;0.000;166.000;2.073;4,255;0.028;-5,705;23.531;0.001;0.000;20.000;1.573;0.269;83.000;3.000;17.000;0.351;0.029;0.000;0.000;3.000;0.010;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;forward/EI;7.000;Zequi;2.436;74.605;37.000;33.000;0.608;0.818;0.601;0.000;200.000;5.652;4,135;0.047;-4,736;27.900;0.020;0.000;38.000;2.692;0.477;141.000;4.000;29.000;0.362;0.028;2.000;0.000;4.000;0.027;0.020
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;forward/DC;8.000;Nsue;1.789;114.238;8.000;18.000;0.413;0.775;0.207;0.000;117.000;2.228;4,297;0.037;-6,993;24.670;0.008;0.000;15.000;1.368;0.264;64.000;4.000;19.000;0.353;0.030;1.000;0.000;4.000;0.033;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;forward/DC;9.000;Loca;3.889;119.659;34.000;43.000;0.734;1.521;0.477;0.000;0.000;2.273;4,988;0.187;-6,518;29.914;0.077;0.000;35.000;3.457;0.747;157.000;12.000;33.000;0.580;0.110;4.000;0.021;12.000;0.111;0.013
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;forward/EI;10.000;Borja M.;4.778;101.216;55.000;53.000;1.456;1.490;0.685;0.000;179.000;1.543;4,665;0.335;-5,281;29.948;0.155;0.000;55.000;4.668;1.065;230.000;24.000;43.000;0.772;0.188;10.000;0.015;24.000;0.188;0.021
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;defender/CDE;15.000;Álvaro;3.908;94.429;35.000;45.000;0.880;1.645;0.678;0.000;128.000;6.518;4,647;0.068;-6,305;26.693;0.031;0.000;44.000;3.452;0.613;170.000;7.000;39.000;0.599;0.037;3.000;0.000;7.000;0.000;0.018
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;defender/LTI;17.000;E. Jiménez;1.537;99.143;21.000;28.000;0.485;0.470;0.237;0.000;198.000;1.949;4,425;0.064;-5,689;24.728;0.008;0.000;18.000;1.760;0.348;94.000;8.000;19.000;0.271;0.059;1.000;0.000;8.000;0.025;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;midfield/MC;18.000;Burlamaqui;5.029;106.534;73.000;74.000;1.217;2.008;0.662;0.000;117.000;4.504;4,970;0.084;-6,697;28.534;0.018;0.000;69.000;5.078;0.913;279.000;9.000;54.000;1.018;0.072;1.000;0.000;9.000;0.022;0.004
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;defender/CDE;20.000;Miki Codina;3.862;119.941;36.000;37.000;0.706;1.332;0.575;0.000;0.000;2.420;5,052;0.222;-6,900;30.393;0.138;0.000;30.000;3.008;0.720;141.000;11.000;27.000;0.533;0.084;7.000;0.000;11.000;0.027;0.067
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;forward/EI;21.000;Sito;1.553;80.628;8.000;16.000;0.567;0.468;0.280;0.000;139.000;6.055;3,986;0.026;-5,843;24.395;0.004;0.000;11.000;0.830;0.167;48.000;2.000;11.000;0.190;0.027;1.000;0.016;2.000;0.000;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;midfield/MP;22.000;S. Montero;3.031;95.130;33.000;30.000;0.610;1.077;0.596;0.000;186.000;2.706;4,435;0.105;-4,573;27.662;0.047;0.000;38.000;3.075;0.585;153.000;8.000;44.000;0.637;0.064;3.000;0.004;8.000;0.042;0.000
Partido fútbol 11' contra Fútbol Club Cartagena;Periodo 2;2024-08-07;midfield/MP;23.000;Ñito González;1.751;110.187;19.000;20.000;0.424;0.630;0.217;0.000;50.000;2.292;4,395;0.081;-4,486;24.646;0.013;0.000;20.000;1.692;0.361;90.000;7.000;24.000;0.395;0.068;2.000;0.018;7.000;0.063;0.000
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/LTD;2.000;San Emeterio;5.203;111.529;74.000;57.000;1.279;1.727;0.593;0.000;184.000;1.805;4,402;0.420;-6,281;30.418;0.196;0.000;64.000;6.193;1.402;260.000;25.000;40.000;1.151;0.225;13.000;0.007;25.000;0.242;0.004
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/LTD;2.000;San Emeterio;4.906;103.752;61.000;41.000;1.150;1.880;0.666;0.000;191.000;4.240;4,887;0.184;-7,518;30.414;0.100;0.000;46.000;4.440;0.896;197.000;10.000;39.000;0.974;0.088;6.000;0.003;10.000;0.044;0.020
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/CDE;4.000;A. Hernández;4.923;105.513;55.000;58.000;1.113;2.018;0.620;0.000;0.000;3.157;5,068;0.251;-5,685;27.360;0.102;0.000;69.000;5.203;1.049;245.000;15.000;48.000;0.892;0.150;7.000;0.000;15.000;0.082;0.000
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/CDE;4.000;A. Hernández;4.895;103.525;54.000;65.000;1.226;1.856;0.650;0.000;0.000;3.087;4,854;0.207;-6,629;28.711;0.097;0.000;51.000;5.183;1.047;245.000;15.000;60.000;0.906;0.115;6.000;0.018;15.000;0.114;0.046
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;midfield/MC;5.000;Llonch;5.438;116.567;68.000;52.000;1.138;2.382;0.585;0.000;177.000;2.858;4,248;0.131;-6,443;24.317;0.020;0.000;79.000;5.342;1.009;273.000;15.000;59.000;1.183;0.115;3.000;0.005;15.000;0.027;0.006
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;midfield/MC;5.000;Llonch;5.451;115.284;55.000;42.000;1.040;2.468;0.599;0.000;179.000;6.336;3,902;0.111;-5,660;24.080;0.004;0.000;59.000;5.088;0.906;232.000;7.000;69.000;1.183;0.116;0.000;0.000;7.000;0.061;0.027
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;forward/EI;7.000;Zequi;5.079;108.860;63.000;62.000;1.173;1.954;0.578;0.000;194.000;1.968;4,775;0.390;-8,146;28.687;0.196;0.000;49.000;5.637;1.308;246.000;23.000;49.000;0.945;0.197;13.000;0.074;23.000;0.223;0.000
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;forward/EI;7.000;Zequi;5.099;107.832;61.000;38.000;1.065;2.206;0.547;0.000;198.000;2.726;4,763;0.248;-5,940;30.070;0.125;0.000;78.000;5.020;1.055;243.000;15.000;51.000;0.953;0.126;9.000;0.000;15.000;0.081;0.043
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;forward/DC;9.000;Loca;4.466;95.739;48.000;43.000;1.234;1.696;0.586;0.000;0.000;2.730;4,480;0.242;-7,928;31.601;0.100;0.000;48.000;4.293;0.915;201.000;17.000;45.000;0.666;0.147;7.000;0.092;17.000;0.130;0.000
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;forward/DC;9.000;Loca;4.306;91.058;42.000;37.000;1.313;1.534;0.575;0.000;0.000;3.193;4,727;0.184;-8,152;28.967;0.064;0.000;30.000;3.128;0.685;150.000;15.000;26.000;0.659;0.123;4.000;0.000;15.000;0.000;0.029
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;forward/EI;10.000;Borja M.;5.198;111.414;80.000;60.000;1.683;1.854;0.482;0.000;132.000;2.652;4,517;0.267;-6,754;29.746;0.121;0.000;60.000;5.400;1.158;261.000;18.000;43.000;0.875;0.156;9.000;0.027;18.000;0.182;0.000
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;forward/EI;10.000;Borja M.;5.025;106.272;63.000;63.000;1.413;1.800;0.561;0.000;115.000;1.636;4,703;0.383;-6,420;28.126;0.152;0.000;45.000;5.088;1.228;238.000;29.000;38.000;0.824;0.243;12.000;0.000;29.000;0.000;0.036
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/LTI;17.000;E. Jiménez;5.180;111.022;70.000;61.000;1.252;2.062;0.610;0.000;169.000;2.174;4,947;0.207;-7,034;29.604;0.088;0.000;64.000;5.278;1.095;267.000;18.000;54.000;1.005;0.123;7.000;0.004;18.000;0.089;0.015
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/LTI;17.000;E. Jiménez;4.984;105.407;58.000;66.000;1.367;1.732;0.638;0.000;187.000;2.360;4,993;0.204;-6,509;28.084;0.068;0.000;48.000;4.748;1.004;245.000;18.000;55.000;1.006;0.143;8.000;0.006;18.000;0.038;0.050
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;midfield/MC;18.000;Burlamaqui;5.230;112.094;75.000;71.000;1.287;2.308;0.514;0.000;0.000;3.220;5,376;0.185;-7,249;32.476;0.074;0.000;68.000;5.385;1.081;286.000;15.000;57.000;0.912;0.111;4.000;0.010;15.000;0.044;0.005
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;midfield/MC;18.000;Burlamaqui;5.176;109.457;66.000;57.000;1.265;1.974;0.639;0.000;80.000;2.562;4,868;0.202;-6,145;31.797;0.085;0.000;67.000;5.127;1.108;260.000;17.000;53.000;1.019;0.124;5.000;0.000;17.000;0.038;0.004
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/CDE;20.000;Miki Codina;4.775;102.362;54.000;50.000;1.036;1.924;0.729;0.000;164.000;2.490;4,683;0.275;-6,190;32.147;0.138;0.000;59.000;4.768;1.036;228.000;17.000;48.000;0.765;0.144;6.000;0.000;17.000;0.068;0.044
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;defender/CDE;20.000;Miki Codina;4.777;101.019;60.000;54.000;0.970;1.967;0.759;0.000;190.000;2.761;4,401;0.268;-7,139;29.869;0.118;0.000;57.000;5.065;1.049;225.000;14.000;40.000;0.774;0.153;6.000;0.004;14.000;0.083;0.066
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;midfield/MP;23.000;Ñito González;5.251;112.546;41.000;52.000;1.157;1.867;0.571;0.000;103.000;1.624;4,311;0.386;-6,573;29.191;0.127;0.000;57.000;5.440;1.242;235.000;27.000;58.000;1.259;0.265;11.000;0.037;27.000;0.280;0.000
Amistoso x  C.F Benidorm;Periodo 2;2024-08-10;midfield/MP;23.000;Ñito González;5.176;109.458;51.000;47.000;1.143;2.120;0.641;0.000;126.000;2.323;4,467;0.298;-6,415;28.231;0.127;0.000;55.000;4.995;1.067;225.000;20.000;52.000;0.938;0.176;7.000;0.000;20.000;0.124;0.054
Partido x C.F  La Nucia;Periodo 1;2024-08-16;defender/CDE;4.000;A. Hernández;5.411;106.686;55.000;61.000;1.295;2.069;0.687;0.000;152.000;2.852;4,344;0.209;-7,525;28.619;0.078;0.000;74.000;5.635;1.102;262.000;16.000;56.000;1.053;0.136;6.000;0.015;16.000;0.006;0.000
Partido x C.F  La Nucia;Periodo 1;2024-08-16;midfield/MC;6.000;Julio;5.836;115.072;37.000;42.000;1.397;2.566;0.551;0.000;63.000;4.532;4,306;0.207;-4,429;27.847;0.106;0.000;64.000;4.167;0.887;193.000;11.000;39.000;1.063;0.104;6.000;0.009;11.000;0.039;0.005
Partido x C.F  La Nucia;Periodo 1;2024-08-16;forward/EI;7.000;Zequi;5.622;110.847;71.000;64.000;1.372;2.149;0.600;0.000;102.000;1.994;5,126;0.339;-7,205;27.999;0.135;0.000;54.000;5.297;1.196;261.000;23.000;49.000;1.048;0.204;9.000;0.035;23.000;0.197;0.000
Partido x C.F  La Nucia;Periodo 1;2024-08-16;forward/DC;8.000;Nsue;5.794;114.252;36.000;42.000;1.538;2.426;0.574;0.000;0.000;7.598;4,047;0.082;-4,442;28.252;0.031;0.000;51.000;3.933;0.746;176.000;7.000;40.000;0.997;0.056;3.000;0.037;7.000;0.035;0.000
Partido x C.F  La Nucia;Periodo 1;2024-08-16;defender/CDE;15.000;Álvaro;4.911;96.824;35.000;47.000;1.292;1.871;0.845;0.000;71.000;3.502;5,626;0.145;-5,013;31.368;0.055;0.000;50.000;3.970;0.791;179.000;11.000;36.000;0.677;0.096;5.000;0.000;11.000;0.009;0.003
Partido x C.F  La Nucia;Periodo 1;2024-08-16;midfield/MC;18.000;Burlamaqui;5.657;111.540;71.000;70.000;1.431;2.287;0.683;0.000;106.000;5.586;5,405;0.149;-6,296;29.969;0.083;0.000;68.000;5.362;1.037;278.000;9.000;60.000;0.931;0.071;5.000;0.011;9.000;0.029;0.000
Partido x C.F  La Nucia;Periodo 1;2024-08-16;forward/DC;19.000;De Santis;5.143;101.401;47.000;56.000;1.800;1.452;0.647;0.000;0.000;2.263;5,330;0.419;-7,206;30.289;0.208;0.000;38.000;4.468;1.135;198.000;21.000;36.000;0.748;0.224;13.000;0.062;21.000;0.231;0.000
Partido x C.F  La Nucia;Periodo 1;2024-08-16;defender/CDE;20.000;Miki Codina;5.680;111.988;62.000;55.000;1.299;2.015;0.747;0.000;0.000;1.493;5,035;0.498;-7,173;30.124;0.239;0.000;51.000;5.517;1.379;235.000;33.000;34.000;0.993;0.260;18.000;0.084;33.000;0.154;0.034
Partido x C.F  La Nucia;Periodo 1;2024-08-16;forward/EI;21.000;Sito;4.958;97.751;50.000;73.000;1.491;1.729;0.742;0.000;108.000;4.718;5,002;0.134;-6,937;28.026;0.063;0.000;51.000;4.563;0.885;230.000;9.000;47.000;0.816;0.077;6.000;0.030;9.000;0.084;0.020
Partido x C.F  La Nucia;Periodo 1;2024-08-16;defender/LTD;27.000;Tommy;5.267;103.853;57.000;33.000;1.490;1.965;0.640;0.000;151.000;2.997;5,133;0.274;-5,778;29.210;0.112;0.000;49.000;4.442;0.964;192.000;16.000;37.000;0.802;0.161;8.000;0.000;16.000;0.089;0.000
Partido x C.F  La Nucia;Periodo 2;2024-08-16;defender/CDE;4.000;A. Hernández;4.568;93.759;55.000;59.000;1.218;1.624;0.777;0.000;162.000;5.825;5,093;0.122;-7,011;26.860;0.028;0.000;56.000;4.830;0.883;230.000;9.000;51.000;0.788;0.094;2.000;0.045;9.000;0.074;0.000
Partido x C.F  La Nucia;Periodo 2;2024-08-16;midfield/MC;6.000;Julio;5.375;110.316;38.000;38.000;1.423;2.238;0.567;0.000;153.000;3.958;3,867;0.179;-6,108;27.701;0.081;0.000;56.000;3.720;0.794;176.000;11.000;33.000;0.936;0.103;5.000;0.000;11.000;0.041;0.017
Partido x C.F  La Nucia;Periodo 2;2024-08-16;forward/EI;7.000;Zequi;4.954;101.669;66.000;64.000;1.391;1.737;0.627;0.000;190.000;2.260;4,318;0.320;-5,859;28.894;0.171;0.000;53.000;5.120;1.146;235.000;21.000;31.000;0.805;0.154;11.000;0.000;21.000;0.041;0.028
Partido x C.F  La Nucia;Periodo 2;2024-08-16;forward/DC;8.000;Nsue;4.896;100.494;19.000;31.000;1.527;1.934;0.673;0.000;133.000;14.017;5,439;0.066;-5,912;25.755;0.017;0.000;47.000;3.207;0.570;151.000;4.000;50.000;0.661;0.051;1.000;0.000;4.000;0.035;0.000
Partido x C.F  La Nucia;Periodo 2;2024-08-16;defender/CDE;15.000;Álvaro;4.554;93.460;30.000;32.000;1.087;1.941;0.875;0.000;125.000;7.830;5,149;0.064;-5,135;24.583;0.009;0.000;60.000;3.823;0.624;189.000;7.000;60.000;0.561;0.055;1.000;0.027;7.000;0.027;0.000
Partido x C.F  La Nucia;Periodo 2;2024-08-16;midfield/MC;18.000;Burlamaqui;5.178;106.266;76.000;73.000;1.307;2.218;0.659;0.000;134.000;3.426;5,128;0.180;-6,970;31.610;0.078;0.000;67.000;5.547;1.051;291.000;12.000;63.000;0.781;0.107;5.000;0.005;12.000;0.088;0.000
